,concept,is_bool,item_num,set_num,answer,hyes,hno,p(yes),lambda_rule,object,concept_num,set,model_answer,to_annotate
242,exactly one object in the set is blue excluding this object,False,7,4,0,17,7,0.47192470656682417,"""λx.apply1(compose11(compose8(or,yellow),green),x.o)""
",large green triangle,hg102,4,False,False
243,exactly one object in the set is blue excluding this object,False,8,4,0,17,7,0.4955029952077439,"""λx.apply1(compose11(compose8(or,yellow),green),x.o)""
",large yellow rectangle,hg102,4,False,False
244,exactly one object in the set is blue excluding this object,False,9,4,0,15,9,0.5163943626845366,"""λx.apply1(compose11(compose8(or,yellow),green),x.o)""
",small yellow triangle,hg102,4,True,False
245,exactly one object in the set is blue excluding this object,False,10,5,0,7,17,0.1385754842932556,"""λx.apply1(circle,x.o)""
",small green triangle,hg102,5,False,False
246,exactly one object in the set is blue excluding this object,False,11,6,0,11,13,0.5589043920400627,"""λx.apply1(circle,x.o)""
",medium blue circle,hg102,6,True,False
247,exactly one object in the set is blue excluding this object,False,12,6,0,8,16,0.5039132722970407,"""λx.apply1(circle,x.o)""
",large blue circle,hg102,6,True,False
248,exactly one object in the set is blue excluding this object,False,13,6,0,20,4,0.6323550478423385,"""λx.apply1(circle,x.o)""
",medium yellow circle,hg102,6,True,False
249,exactly one object in the set is blue excluding this object,False,14,6,0,6,18,0.24403736029512402,"""λx.apply1(circle,x.o)""
",small blue rectangle,hg102,6,False,False
250,exactly one object in the set is blue excluding this object,False,15,6,0,15,9,0.2120461591282492,"""λx.apply1(circle,x.o)""
",small green rectangle,hg102,6,False,False
251,exactly one object in the set is blue excluding this object,False,16,7,1,3,21,0.08861179740029002,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small blue triangle,hg102,7,False,False
252,exactly one object in the set is blue excluding this object,False,17,7,0,9,15,0.11353064149591319,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large green rectangle,hg102,7,False,False
253,exactly one object in the set is blue excluding this object,False,18,7,0,14,10,0.12251821907977956,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large yellow rectangle,hg102,7,False,False
254,exactly one object in the set is blue excluding this object,False,19,7,1,3,21,0.0899905192092092,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small blue circle,hg102,7,False,False
255,exactly one object in the set is blue excluding this object,False,20,8,1,9,15,0.20634899728599976,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large blue triangle,hg102,8,False,False
256,exactly one object in the set is blue excluding this object,False,21,8,1,7,17,0.15073112603465688,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium blue rectangle,hg102,8,False,False
257,exactly one object in the set is blue excluding this object,False,22,8,0,13,11,0.20010099107048518,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small yellow triangle,hg102,8,False,False
258,exactly one object in the set is blue excluding this object,False,23,8,0,13,11,0.18113296285230263,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small yellow rectangle,hg102,8,False,False
259,exactly one object in the set is blue excluding this object,False,24,9,0,8,16,0.5669639295256275,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium blue circle,hg102,9,True,False
260,exactly one object in the set is blue excluding this object,False,25,9,1,6,18,0.16149912481819229,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium green triangle,hg102,9,False,False
261,exactly one object in the set is blue excluding this object,False,26,9,1,6,18,0.1401768568357511,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium green rectangle,hg102,9,False,False
262,exactly one object in the set is blue excluding this object,False,27,9,1,12,12,0.3790832697949327,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small green circle,hg102,9,False,False
263,exactly one object in the set is blue excluding this object,False,28,9,1,6,18,0.10432629008482763,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small green triangle,hg102,9,False,False
264,exactly one object in the set is blue excluding this object,False,29,10,1,17,7,0.7216803725323189,"""λx.apply1(green,x.o)""
",large green triangle,hg102,10,True,False
265,exactly one object in the set is blue excluding this object,False,30,10,0,8,16,0.4134165784888637,"""λx.apply1(green,x.o)""
",large blue triangle,hg102,10,False,False
266,exactly one object in the set is blue excluding this object,False,31,10,1,19,5,0.8530570830803299,"""λx.apply1(green,x.o)""
",medium green triangle,hg102,10,True,False
267,exactly one object in the set is blue excluding this object,False,32,10,1,20,4,0.8456383119967086,"""λx.apply1(green,x.o)""
",medium green circle,hg102,10,True,False
268,exactly one object in the set is blue excluding this object,False,33,10,1,7,17,0.2841619581467967,"""λx.apply1(green,x.o)""
",large yellow rectangle,hg102,10,False,False
269,exactly one object in the set is blue excluding this object,False,34,11,0,17,7,0.25229770937312423,"""λx.apply1(green,x.o)""
",large yellow rectangle,hg102,11,False,False
270,exactly one object in the set is blue excluding this object,False,35,11,0,13,11,0.4513039007218822,"""λx.apply1(green,x.o)""
",large green circle,hg102,11,False,False
271,exactly one object in the set is blue excluding this object,False,36,12,1,16,8,0.6654441175528518,"""λx.apply7(not,apply1(apply2(same_color,x.o),iota(filter(blue, x.s))))""
",small green rectangle,hg102,12,True,False
272,exactly one object in the set is blue excluding this object,False,37,12,1,16,8,0.7442198207808133,"""λx.apply7(not,apply1(apply2(same_color,x.o),iota(filter(blue, x.s))))""
",medium green rectangle,hg102,12,True,False
273,exactly one object in the set is blue excluding this object,False,38,12,0,5,19,0.12133812541526368,"""λx.apply7(not,apply1(apply2(same_color,x.o),iota(filter(blue, x.s))))""
",large blue circle,hg102,12,False,False
274,exactly one object in the set is blue excluding this object,False,39,12,1,13,11,0.4596650183118527,"""λx.apply7(not,apply1(apply2(same_color,x.o),iota(filter(blue, x.s))))""
",large yellow circle,hg102,12,False,False
275,exactly one object in the set is blue excluding this object,False,40,13,0,14,10,0.27246275102811524,"""λx.apply7(not,apply1(apply2(same_color,x.o),iota(filter(blue, x.s))))""
",small green circle,hg102,13,False,False
276,exactly one object in the set is blue excluding this object,False,41,13,1,12,12,0.13803218659404592,"""λx.apply7(not,apply1(apply2(same_color,x.o),iota(filter(blue, x.s))))""
",medium blue circle,hg102,13,False,False
277,exactly one object in the set is blue excluding this object,False,42,13,0,14,10,0.1647361062454138,"""λx.apply7(not,apply1(apply2(same_color,x.o),iota(filter(blue, x.s))))""
",medium yellow rectangle,hg102,13,False,False
278,exactly one object in the set is blue excluding this object,False,43,13,1,10,14,0.17717696110321413,"""λx.apply7(not,apply1(apply2(same_color,x.o),iota(filter(blue, x.s))))""
",medium blue triangle,hg102,13,False,False
279,exactly one object in the set is blue excluding this object,False,44,13,0,17,7,0.15840267909015893,"""λx.apply7(not,apply1(apply2(same_color,x.o),iota(filter(blue, x.s))))""
",medium yellow circle,hg102,13,False,False
280,exactly one object in the set is blue excluding this object,False,45,14,1,10,14,0.6257572909113378,"""λx.apply7(not,apply1(apply2(same_color,x.o),iota(filter(blue, x.s))))""
",medium yellow triangle,hg102,14,True,False
281,exactly one object in the set is blue excluding this object,False,46,14,0,4,20,0.1721444960522831,"""λx.apply7(not,apply1(apply2(same_color,x.o),iota(filter(blue, x.s))))""
",large blue rectangle,hg102,14,False,False
282,exactly one object in the set is blue excluding this object,False,47,14,1,12,12,0.5811758963408238,"""λx.apply7(not,apply1(apply2(same_color,x.o),iota(filter(blue, x.s))))""
",large yellow rectangle,hg102,14,True,False
283,exactly one object in the set is blue excluding this object,False,48,15,1,10,14,0.7116752180460253,"""λx.apply7(not,apply1(apply2(same_color,x.o),iota(filter(blue, x.s))))""
",small yellow circle,hg102,15,True,False
284,exactly one object in the set is blue excluding this object,False,49,15,0,4,20,0.1580052228380282,"""λx.apply7(not,apply1(apply2(same_color,x.o),iota(filter(blue, x.s))))""
",large blue triangle,hg102,15,False,False
285,exactly one object in the set is blue excluding this object,False,50,15,1,20,4,0.886204585951532,"""λx.apply7(not,apply1(apply2(same_color,x.o),iota(filter(blue, x.s))))""
",large green triangle,hg102,15,True,False
286,exactly one object in the set is blue excluding this object,False,51,15,1,19,5,0.934654421769892,"""λx.apply7(not,apply1(apply2(same_color,x.o),iota(filter(blue, x.s))))""
",small green triangle,hg102,15,True,False
287,exactly one object in the set is blue excluding this object,False,52,15,1,19,5,0.9331133026705629,"""λx.apply7(not,apply1(apply2(same_color,x.o),iota(filter(blue, x.s))))""
",medium green circle,hg102,15,True,False
288,exactly one object in the set is blue excluding this object,False,53,16,0,6,18,0.06067966919374612,"""λx.apply7(not,apply1(apply2(same_color,x.o),iota(filter(blue, x.s))))""
",large yellow rectangle,hg102,16,False,False
289,exactly one object in the set is blue excluding this object,False,54,16,1,17,7,0.09277430868860392,"""λx.apply7(not,apply1(apply2(same_color,x.o),iota(filter(blue, x.s))))""
",medium blue circle,hg102,16,False,False
290,exactly one object in the set is blue excluding this object,False,55,16,1,17,7,0.05424648194912152,"""λx.apply7(not,apply1(apply2(same_color,x.o),iota(filter(blue, x.s))))""
",large blue rectangle,hg102,16,False,False
291,exactly one object in the set is blue excluding this object,False,56,17,0,5,19,0.46088624715901005,"""λx.exists(compose11(compose8(and,apply2(same_color,x.o)),medium), x.s)""
",medium yellow circle,hg102,17,False,False
292,exactly one object in the set is blue excluding this object,False,57,17,1,19,5,0.5136570863451198,"""λx.exists(compose11(compose8(and,apply2(same_color,x.o)),medium), x.s)""
",medium blue rectangle,hg102,17,True,False
293,exactly one object in the set is blue excluding this object,False,58,17,0,5,19,0.2795830395471057,"""λx.exists(compose11(compose8(and,apply2(same_color,x.o)),medium), x.s)""
",large green triangle,hg102,17,False,False
294,exactly one object in the set is blue excluding this object,False,59,17,1,18,6,0.4906144915561299,"""λx.exists(compose11(compose8(and,apply2(same_color,x.o)),medium), x.s)""
",small blue rectangle,hg102,17,False,False
295,exactly one object in the set is blue excluding this object,False,60,18,0,6,18,0.4650772014707627,"""λx.exists(apply2(same_color,x.o), filter(compose11(compose7(compose6(or,not),apply2(same_size,x.o)),apply2(same_shape,x.o)), x.s))""
",medium yellow triangle,hg102,18,False,False
296,exactly one object in the set is blue excluding this object,False,61,19,0,2,22,0.4365395523020652,"""λx.exists(apply2(same_color,x.o), filter(compose11(compose7(compose6(or,not),apply2(same_size,x.o)),apply2(same_shape,x.o)), x.s))""
",medium green triangle,hg102,19,False,False
297,exactly one object in the set is blue excluding this object,False,62,20,0,5,19,0.2768278121690173,"""λx.apply7(not,apply1(apply2(same_color,x.o),iota(filter(blue, x.s))))""
",large blue circle,hg102,20,False,False
298,exactly one object in the set is blue excluding this object,False,63,20,1,17,7,0.5679285478294105,"""λx.apply7(not,apply1(apply2(same_color,x.o),iota(filter(blue, x.s))))""
",small yellow rectangle,hg102,20,True,False
299,exactly one object in the set is blue excluding this object,False,64,20,1,16,8,0.5110093668200761,"""λx.apply7(not,apply1(apply2(same_color,x.o),iota(filter(blue, x.s))))""
",large yellow rectangle,hg102,20,True,False
300,exactly one object in the set is blue excluding this object,False,65,21,0,15,9,0.2108838355103444,"""λx.apply7(not,apply1(apply2(same_color,x.o),iota(filter(blue, x.s))))""
",large green circle,hg102,21,False,False
301,exactly one object in the set is blue excluding this object,False,66,21,0,10,14,0.28266691229032403,"""λx.apply7(not,apply1(apply2(same_color,x.o),iota(filter(blue, x.s))))""
",medium green triangle,hg102,21,False,False
302,exactly one object in the set is blue excluding this object,False,67,21,0,8,16,0.10190474738419653,"""λx.apply7(not,apply1(apply2(same_color,x.o),iota(filter(blue, x.s))))""
",large yellow circle,hg102,21,False,False
303,exactly one object in the set is blue excluding this object,False,68,22,0,3,21,0.2167908181280609,"""λx.apply7(not,apply1(apply2(same_color,x.o),iota(filter(blue, x.s))))""
",small green rectangle,hg102,22,False,False
304,exactly one object in the set is blue excluding this object,False,69,23,0,16,8,0.12449679682663373,"""λx.apply7(not,apply1(apply2(same_color,x.o),iota(filter(blue, x.s))))""
",large blue circle,hg102,23,False,False
305,exactly one object in the set is blue excluding this object,False,70,23,0,13,11,0.1851777864402493,"""λx.apply7(not,apply1(apply2(same_color,x.o),iota(filter(blue, x.s))))""
",medium blue triangle,hg102,23,False,False
306,exactly one object in the set is blue excluding this object,False,71,23,0,8,16,0.06800061411252045,"""λx.apply7(not,apply1(apply2(same_color,x.o),iota(filter(blue, x.s))))""
",large green circle,hg102,23,False,False
307,exactly one object in the set is blue excluding this object,False,72,23,0,15,9,0.15427155841621243,"""λx.apply7(not,apply1(apply2(same_color,x.o),iota(filter(blue, x.s))))""
",large blue rectangle,hg102,23,False,False
308,exactly one object in the set is blue excluding this object,False,73,24,1,10,14,0.7816273254637736,"""λx.apply7(not,apply1(apply2(same_color,x.o),iota(filter(blue, x.s))))""
",small yellow triangle,hg102,24,True,False
309,exactly one object in the set is blue excluding this object,False,74,24,0,7,17,0.09397177562618708,"""λx.apply7(not,apply1(apply2(same_color,x.o),iota(filter(blue, x.s))))""
",large blue triangle,hg102,24,False,False
310,exactly one object in the set is blue excluding this object,False,75,24,1,10,14,0.7476081292878689,"""λx.apply7(not,apply1(apply2(same_color,x.o),iota(filter(blue, x.s))))""
",small green rectangle,hg102,24,True,False
311,exactly one object in the set is blue excluding this object,False,76,25,0,10,14,0.015744269552214973,"""λx.apply7(not,apply1(apply2(same_color,x.o),iota(filter(blue, x.s))))""
",large green circle,hg102,25,False,False
312,exactly one object in the set is blue excluding this object,False,77,25,0,12,12,0.09261478046266802,"""λx.apply7(not,apply1(apply2(same_color,x.o),iota(filter(blue, x.s))))""
",medium green triangle,hg102,25,False,False
313,exactly one object in the set is blue excluding this object,False,78,25,0,8,16,0.0915623116726465,"""λx.apply7(not,apply1(apply2(same_color,x.o),iota(filter(blue, x.s))))""
",medium yellow triangle,hg102,25,False,False
6659,exactly one blue object in the set,False,0,1,0,9,13,0.4796801042042489,"""λx.apply1(apply2(same_color,x.o),x.o)""
",large blue rectangle,hg103,1,False,False
6660,exactly one blue object in the set,False,1,1,0,4,18,0.42203079837599944,"""λx.apply1(apply2(same_color,x.o),x.o)""
",small yellow circle,hg103,1,False,False
